id,name,price,image,brand,category,store,availability,rating,description,link,timestamp
17,Logic Analyzer Wireless 17,9985.06,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_16,Agilent,Measurement,Ram,Limited Stock,3.6,Professional measurement from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/17,2025-12-26T16:15:56.283437
18,Signal Generator Model 18,41929.71,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_17,Tektronix,Professional,Ram,In Stock,4.8,Professional professional from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/18,2025-12-26T16:15:56.283447
19,Vibration Analyzer Pro 19,16334.64,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_18,HP,Industrial,Ram,Out of Stock,3.8,Professional industrial from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/19,2025-12-26T16:15:56.283456
20,Calibration Model 20,9140.28,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_19,Agilent,Calibration,Ram,Limited Stock,4.0,Professional calibration from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/20,2025-12-26T16:15:56.283465
21,Power Analyzer Model 21,1352.57,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_20,Fluke,Measurement,Ram,In Stock,3.7,Professional measurement from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/21,2025-12-26T16:15:56.283475
22,Signal Generator Bluetooth 22,29797.12,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_21,Keysight,Professional,Ram,In Stock,3.9,Professional professional from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/22,2025-12-26T16:15:56.283486
23,Vibration Analyzer Model 23,633.4,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_22,Siglent,Components,Ram,Limited Stock,3.6,Professional components from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/23,2025-12-26T16:15:56.283496
24,Component Tester Model 24,599.92,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_23,Generic,Calibration,Ram,Out of Stock,3.7,Professional calibration from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/24,2025-12-26T16:15:56.283506
25,DC Load Model Y 25,313.78,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_24,Siglent,Components,Ram,Out of Stock,4.3,Professional components from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/25,2025-12-26T16:15:56.283517
26,Oscilloscope Commercial 26,3000.0,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_25,Keysight,Tools,Ram,In Stock,4.1,Professional tools from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/26,2025-12-26T16:15:56.283528
27,DC Load Compact 27,2015.09,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_26,Agilent,Calibration,Ram,In Stock,4.1,Professional calibration from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/27,2025-12-26T16:15:56.283539
28,Digital Multimeter Generation 2 28,2930.88,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_27,BK Precision,Calibration,Ram,In Stock,4.0,Professional calibration from BK Precision. High quality and reliable performance for all applications.,https://ram-egypt.com/product/28,2025-12-26T16:15:56.283550
29,Arbitrary Waveform Generator Ultra Low Power 29,5939.57,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_28,BK Precision,Power Supplies,Ram,In Stock,3.6,Professional power supplies from BK Precision. High quality and reliable performance for all applications.,https://ram-egypt.com/product/29,2025-12-26T16:15:56.283560
30,Logic Analyzer Model 30,639.07,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_29,Generic,Calibration,Ram,Limited Stock,4.3,Professional calibration from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/30,2025-12-26T16:15:56.283569
31,Signal Generator Series 2 31,4638.52,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_30,HP,Professional,Ram,Out of Stock,4.6,Professional professional from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/31,2025-12-26T16:15:56.283580
32,Spectrum Analyzer Series 1 32,38207.27,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_31,Agilent,Professional,Ram,In Stock,4.3,Professional professional from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/32,2025-12-26T16:15:56.283590
33,Thermal Camera Kit 33,791.12,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_32,Keysight,Components,Ram,In Stock,4.3,Professional components from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/33,2025-12-26T16:15:56.283600
34,EMI Tester Bluetooth 34,3625.43,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_33,Keysight,Industrial,Ram,Limited Stock,4.7,Professional industrial from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/34,2025-12-26T16:15:56.283611
35,Logic Analyzer CAN 35,2467.8,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_34,HP,Tools,Ram,Limited Stock,4.7,Professional tools from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/35,2025-12-26T16:15:56.283621
36,Digital Multimeter Model 36,2201.31,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_35,Keysight,Measurement,Ram,In Stock,3.7,Professional measurement from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/36,2025-12-26T16:15:56.283631
37,Calibration RS232 37,23709.3,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_36,BK Precision,Laboratory,Ram,Out of Stock,4.5,Professional laboratory from BK Precision. High quality and reliable performance for all applications.,https://ram-egypt.com/product/37,2025-12-26T16:15:56.283643
38,Component Tester Digital 38,8380.13,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_37,Siglent,Test Equipment,Ram,Limited Stock,4.0,Professional test equipment from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/38,2025-12-26T16:15:56.283654
39,Signal Generator Premium 39,14986.68,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_38,HP,Industrial,Ram,In Stock,4.0,Professional industrial from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/39,2025-12-26T16:15:56.283663
40,Component Tester Epsilon 40,279.31,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_39,BK Precision,Components,Ram,Limited Stock,4.2,Professional components from BK Precision. High quality and reliable performance for all applications.,https://ram-egypt.com/product/40,2025-12-26T16:15:56.283672
41,Network Analyzer Model 41,6717.16,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_40,Fluke,Professional,Ram,In Stock,5.0,Professional professional from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/41,2025-12-26T16:15:56.283682
42,Calibration Ultra 42,839.63,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_41,Rigol,Components,Ram,Limited Stock,4.6,Professional components from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/42,2025-12-26T16:15:56.283693
43,Logic Analyzer Model 43,14429.3,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_42,HP,Test Equipment,Ram,In Stock,3.9,Professional test equipment from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/43,2025-12-26T16:15:56.283703
44,Digital Multimeter Advanced 44,80.66,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_43,Rigol,Components,Ram,Limited Stock,4.7,Professional components from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/44,2025-12-26T16:15:56.283714
45,Arbitrary Waveform Generator Model 45,2853.35,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_44,Siglent,Power Supplies,Ram,In Stock,4.3,Professional power supplies from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/45,2025-12-26T16:15:56.283724
46,Calibration Pro 46,801.03,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_45,Rigol,Test Equipment,Ram,In Stock,4.7,Professional test equipment from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/46,2025-12-26T16:15:56.283735
47,EMI Tester Handheld 47,5125.15,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_46,Tektronix,Calibration,Ram,In Stock,3.8,Professional calibration from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/47,2025-12-26T16:15:56.283745
48,LCR Meter Series 3 48,13680.99,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_47,Generic,Industrial,Ram,Limited Stock,4.0,Professional industrial from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/48,2025-12-26T16:15:56.283755
49,Professional RS232 49,5281.79,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_48,Agilent,Measurement,Ram,Limited Stock,3.9,Professional measurement from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/49,2025-12-26T16:15:56.283764
50,Battery Tester RS232 50,11766.0,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_49,Agilent,Measurement,Ram,In Stock,4.6,Professional measurement from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/50,2025-12-26T16:15:56.283774
51,Logic Analyzer Beta 51,423.82,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_50,HP,Calibration,Ram,In Stock,4.8,Professional calibration from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/51,2025-12-26T16:15:56.283784
52,Vibration Analyzer Model 52,6766.14,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_51,Siglent,Laboratory,Ram,In Stock,4.0,Professional laboratory from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/52,2025-12-26T16:15:56.283794
53,Power Supply High Resolution 53,2627.29,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_52,Rigol,Tools,Ram,In Stock,4.0,Professional tools from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/53,2025-12-26T16:15:56.283804
54,EMI Tester Ethernet 54,4138.12,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_53,Fluke,Test Equipment,Ram,Out of Stock,4.1,Professional test equipment from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/54,2025-12-26T16:15:56.283815
55,DC Load Ethernet 55,10014.19,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_54,BK Precision,Test Equipment,Ram,In Stock,3.6,Professional test equipment from BK Precision. High quality and reliable performance for all applications.,https://ram-egypt.com/product/55,2025-12-26T16:15:56.283825
56,Network Analyzer Model 56,25691.78,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_55,Siglent,Professional,Ram,Limited Stock,4.6,Professional professional from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/56,2025-12-26T16:15:56.283835
57,Vibration Analyzer Beta 57,3586.02,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_56,Agilent,Calibration,Ram,In Stock,4.6,Professional calibration from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/57,2025-12-26T16:15:56.283845
58,Signal Generator Beta 58,13531.75,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_57,Siglent,Laboratory,Ram,Out of Stock,4.3,Professional laboratory from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/58,2025-12-26T16:15:56.283855
59,EMI Tester Alpha 59,11884.9,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_58,Generic,Professional,Ram,In Stock,4.1,Professional professional from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/59,2025-12-26T16:15:56.283864
60,Oscilloscope Model 60,14562.73,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_59,Siglent,Test Equipment,Ram,In Stock,3.8,Professional test equipment from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/60,2025-12-26T16:15:56.283873
61,LCR Meter Compact 61,6026.11,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_60,Agilent,Industrial,Ram,Out of Stock,4.1,Professional industrial from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/61,2025-12-26T16:15:56.283883
62,Digital Multimeter 2024 Model 62,9714.87,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_61,Fluke,Laboratory,Ram,In Stock,4.5,Professional laboratory from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/62,2025-12-26T16:15:56.283894
63,DC Load Model 63,7172.23,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_62,HP,Laboratory,Ram,Out of Stock,3.8,Professional laboratory from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/63,2025-12-26T16:15:56.283904
64,Arbitrary Waveform Generator Max 64,3676.38,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_63,Rigol,Calibration,Ram,Out of Stock,4.5,Professional calibration from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/64,2025-12-26T16:15:56.283914
65,Function Generator Advanced 65,243.49,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_64,Tektronix,Measurement,Ram,Limited Stock,4.7,Professional measurement from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/65,2025-12-26T16:15:56.283925
66,Oscilloscope Analog 66,865.22,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_65,Generic,Components,Ram,Limited Stock,3.8,Professional components from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/66,2025-12-26T16:15:56.283937
67,EMI Tester Model 67,2130.18,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_66,Tektronix,Power Supplies,Ram,In Stock,4.4,Professional power supplies from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/67,2025-12-26T16:15:56.283947
68,Power Supply Ethernet 68,7013.34,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_67,Siglent,Laboratory,Ram,Out of Stock,4.8,Professional laboratory from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/68,2025-12-26T16:15:56.283957
69,Network Analyzer Model 69,19500.48,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_68,Siglent,Industrial,Ram,In Stock,4.6,Professional industrial from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/69,2025-12-26T16:15:56.283966
70,Vibration Analyzer High Precision 70,1479.57,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_69,HP,Measurement,Ram,Out of Stock,4.3,Professional measurement from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/70,2025-12-26T16:15:56.283976
71,Spectrum Analyzer Model 71,7612.15,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_70,Siglent,Power Supplies,Ram,Limited Stock,4.9,Professional power supplies from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/71,2025-12-26T16:15:56.283986
72,Professional Combo 72,203.16,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_71,Fluke,Components,Ram,Out of Stock,3.8,Professional components from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/72,2025-12-26T16:15:56.283996
73,Power Supply Series 2 73,12413.78,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_72,Keysight,Test Equipment,Ram,Limited Stock,4.6,Professional test equipment from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/73,2025-12-26T16:15:56.284006
74,Power Supply Modular 74,437.17,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_73,Keysight,Components,Ram,In Stock,3.5,Professional components from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/74,2025-12-26T16:15:56.284016
75,Function Generator Handheld 75,906.03,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_74,Keysight,Components,Ram,In Stock,4.2,Professional components from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/75,2025-12-26T16:15:56.284026
76,EMI Tester High Precision 76,1578.79,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_75,Keysight,Industrial,Ram,In Stock,4.3,Professional industrial from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/76,2025-12-26T16:15:56.284036
77,Logic Analyzer Model 77,2239.45,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_76,HP,Professional,Ram,In Stock,4.7,Professional professional from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/77,2025-12-26T16:15:56.284046
78,Frequency Counter Pro 78,5460.72,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_77,Agilent,Industrial,Ram,In Stock,4.5,Professional industrial from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/78,2025-12-26T16:15:56.284059
79,Calibration Model 79,1947.44,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_78,Agilent,Analysis,Ram,Out of Stock,3.7,Professional analysis from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/79,2025-12-26T16:15:56.284068
80,Power Supply Desktop 80,2874.85,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_79,Siglent,Tools,Ram,In Stock,4.9,Professional tools from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/80,2025-12-26T16:15:56.284077
81,DC Load Model 81,885.69,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_80,Siglent,Components,Ram,Limited Stock,4.0,Professional components from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/81,2025-12-26T16:15:56.284087
82,Component Tester Model 82,543.05,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_81,Agilent,Components,Ram,Limited Stock,4.7,Professional components from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/82,2025-12-26T16:15:56.284097
83,Frequency Counter Intelligent 83,6643.12,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_82,Rigol,Measurement,Ram,Out of Stock,4.8,Professional measurement from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/83,2025-12-26T16:15:56.284107
84,Logic Analyzer Model 84,1565.28,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_83,BK Precision,Power Supplies,Ram,In Stock,4.8,Professional power supplies from BK Precision. High quality and reliable performance for all applications.,https://ram-egypt.com/product/84,2025-12-26T16:15:56.284116
85,Function Generator Mixed Signal 85,10000.0,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_84,HP,Calibration,Ram,Out of Stock,3.6,Professional calibration from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/85,2025-12-26T16:15:56.284126
86,Vibration Analyzer Version 5.0 86,18402.96,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_85,Generic,Laboratory,Ram,Limited Stock,3.8,Professional laboratory from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/86,2025-12-26T16:15:56.284137
87,Logic Analyzer Digital 87,265.07,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_86,Tektronix,Tools,Ram,Limited Stock,4.9,Professional tools from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/87,2025-12-26T16:15:56.284147
88,DC Load Model 88,4169.56,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_87,Tektronix,Power Supplies,Ram,In Stock,4.3,Professional power supplies from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/88,2025-12-26T16:15:56.284157
89,Signal Generator RS232 89,5690.52,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_88,Rigol,Industrial,Ram,In Stock,4.7,Professional industrial from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/89,2025-12-26T16:15:56.284166
90,Professional WiFi 90,1825.26,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_89,Generic,Tools,Ram,In Stock,4.9,Professional tools from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/90,2025-12-26T16:15:56.284176
91,Signal Generator Model 91,9922.04,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_90,Rigol,Test Equipment,Ram,In Stock,4.1,Professional test equipment from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/91,2025-12-26T16:15:56.284186
92,LCR Meter Model 92,750.64,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_91,HP,Components,Ram,In Stock,4.2,Professional components from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/92,2025-12-26T16:15:56.284196
93,DC Load Model 93,2491.23,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_92,Agilent,Measurement,Ram,In Stock,3.8,Professional measurement from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/93,2025-12-26T16:15:56.284206
94,Oscilloscope Elite 94,2061.41,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_93,BK Precision,Tools,Ram,In Stock,3.9,Professional tools from BK Precision. High quality and reliable performance for all applications.,https://ram-egypt.com/product/94,2025-12-26T16:15:56.284218
