id,name,price,image,brand,category,store,availability,rating,description,link,timestamp
18,FPGA Model X 18,19.95,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_17,Arduino,Components,Arduino,In Stock,5.0,Professional components from Arduino. High quality and reliable performance for all applications.,https://microohm-eg.com/product/18,2025-12-26T16:15:56.222198
19,Raspberry Pi WiFi 19,170.19,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_18,NXP,Motors,Arduino,Out of Stock,3.9,Professional motors from NXP. High quality and reliable performance for all applications.,https://microohm-eg.com/product/19,2025-12-26T16:15:56.222206
20,FPGA Model 20,405.44,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_19,Arduino,Motors,Arduino,Out of Stock,4.6,Professional motors from Arduino. High quality and reliable performance for all applications.,https://microohm-eg.com/product/20,2025-12-26T16:15:56.222214
21,PIC Industrial 21,64.2,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_20,STMicroelectronics,Components,Arduino,In Stock,4.7,Professional components from STMicroelectronics. High quality and reliable performance for all applications.,https://microohm-eg.com/product/21,2025-12-26T16:15:56.222226
22,Raspberry Pi High Accuracy 22,469.82,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_21,Microchip,Development Boards,Arduino,Out of Stock,4.7,Professional development boards from Microchip. High quality and reliable performance for all applications.,https://microohm-eg.com/product/22,2025-12-26T16:15:56.222235
23,Robot Entry Level 23,53.88,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_22,STMicroelectronics,Components,Arduino,In Stock,3.7,Professional components from STMicroelectronics. High quality and reliable performance for all applications.,https://microohm-eg.com/product/23,2025-12-26T16:15:56.222244
24,Raspberry Pi Version 2.0 24,857.38,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_23,Texas Instruments,Development Boards,Arduino,Limited Stock,4.0,Professional development boards from Texas Instruments. High quality and reliable performance for all applications.,https://microohm-eg.com/product/24,2025-12-26T16:15:56.222254
25,Power Supply Zeta 25,73.44,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_24,NXP,Sensors,Arduino,Limited Stock,4.5,Professional sensors from NXP. High quality and reliable performance for all applications.,https://microohm-eg.com/product/25,2025-12-26T16:15:56.222264
26,Power Supply High Resolution 26,2672.29,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_25,Arduino,Kits,Arduino,In Stock,4.5,Professional kits from Arduino. High quality and reliable performance for all applications.,https://microohm-eg.com/product/26,2025-12-26T16:15:56.222272
27,STM32 2024 Model 27,334.48,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_26,Arduino,Motors,Arduino,Limited Stock,4.9,Professional motors from Arduino. High quality and reliable performance for all applications.,https://microohm-eg.com/product/27,2025-12-26T16:15:56.222281
28,GPS Mixed Signal 28,2843.02,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_27,NXP,Robotics,Arduino,In Stock,3.5,Professional robotics from NXP. High quality and reliable performance for all applications.,https://microohm-eg.com/product/28,2025-12-26T16:15:56.222289
29,ARM Model 29,665.61,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_28,Arduino,Tools,Arduino,In Stock,3.6,Professional tools from Arduino. High quality and reliable performance for all applications.,https://microohm-eg.com/product/29,2025-12-26T16:15:56.222295
30,LoRa Version 5.0 30,1106.02,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_29,Espressif,Development Boards,Arduino,Out of Stock,4.7,Professional development boards from Espressif. High quality and reliable performance for all applications.,https://microohm-eg.com/product/30,2025-12-26T16:15:56.222301
31,Bluetooth Type B 31,715.18,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_30,Raspberry Pi,Development Boards,Arduino,In Stock,4.4,Professional development boards from Raspberry Pi. High quality and reliable performance for all applications.,https://microohm-eg.com/product/31,2025-12-26T16:15:56.222309
32,Arduino Rack Mount 32 Development Board,200.0,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_31,NXP,Components,Arduino,In Stock,4.4,Professional components from NXP. High quality and reliable performance for all applications.,https://microohm-eg.com/product/32,2025-12-26T16:15:56.222316
33,Robot Starter 33,347.43,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_32,Texas Instruments,Displays,Arduino,Out of Stock,3.6,Professional displays from Texas Instruments. High quality and reliable performance for all applications.,https://microohm-eg.com/product/33,2025-12-26T16:15:56.222323
34,Drone Model 34,940.51,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_33,NXP,Development Boards,Arduino,In Stock,4.5,Professional development boards from NXP. High quality and reliable performance for all applications.,https://microohm-eg.com/product/34,2025-12-26T16:15:56.222330
35,Drone Model 35,1317.49,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_34,Arduino,Tools,Arduino,Limited Stock,3.8,Professional tools from Arduino. High quality and reliable performance for all applications.,https://microohm-eg.com/product/35,2025-12-26T16:15:56.222336
36,Power Supply Type A 36,1778.71,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_35,Espressif,Development Boards,Arduino,In Stock,4.3,Professional development boards from Espressif. High quality and reliable performance for all applications.,https://microohm-eg.com/product/36,2025-12-26T16:15:56.222344
37,Bluetooth Bundle 37,587.8,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_36,STMicroelectronics,Tools,Arduino,Limited Stock,3.7,Professional tools from STMicroelectronics. High quality and reliable performance for all applications.,https://microohm-eg.com/product/37,2025-12-26T16:15:56.222351
38,Robot SPI 38,46.36,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_37,Analog Devices,Sensors,Arduino,Out of Stock,4.9,Professional sensors from Analog Devices. High quality and reliable performance for all applications.,https://microohm-eg.com/product/38,2025-12-26T16:15:56.222358
39,AVR Model 39,8188.19,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_38,Raspberry Pi,Robotics,Arduino,In Stock,4.1,Professional robotics from Raspberry Pi. High quality and reliable performance for all applications.,https://microohm-eg.com/product/39,2025-12-26T16:15:56.222364
40,AVR Model 40,116.61,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_39,Texas Instruments,Components,Arduino,In Stock,4.0,Professional components from Texas Instruments. High quality and reliable performance for all applications.,https://microohm-eg.com/product/40,2025-12-26T16:15:56.222370
41,AVR Model 41,1250.37,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_40,NXP,Power Supplies,Arduino,Out of Stock,4.9,Professional power supplies from NXP. High quality and reliable performance for all applications.,https://microohm-eg.com/product/41,2025-12-26T16:15:56.222377
42,Sensor SPI 42,99.72,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_41,Texas Instruments,Motors,Arduino,In Stock,3.6,Professional motors from Texas Instruments. High quality and reliable performance for all applications.,https://microohm-eg.com/product/42,2025-12-26T16:15:56.222384
43,ARM Model 43,156.58,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_42,Arduino,Displays,Arduino,In Stock,3.6,Professional displays from Arduino. High quality and reliable performance for all applications.,https://microohm-eg.com/product/43,2025-12-26T16:15:56.222390
44,Display Combo 44,2241.2,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_43,STMicroelectronics,Power Supplies,Arduino,Out of Stock,4.0,Professional power supplies from STMicroelectronics. High quality and reliable performance for all applications.,https://microohm-eg.com/product/44,2025-12-26T16:15:56.222397
45,Kit Ultra 45,106.96,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_44,STMicroelectronics,Displays,Arduino,In Stock,4.5,Professional displays from STMicroelectronics. High quality and reliable performance for all applications.,https://microohm-eg.com/product/45,2025-12-26T16:15:56.222403
46,Sensor Version 4.0 46,650.82,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_45,STMicroelectronics,Motors,Arduino,In Stock,4.0,Professional motors from STMicroelectronics. High quality and reliable performance for all applications.,https://microohm-eg.com/product/46,2025-12-26T16:15:56.222409
47,STM32 Mini 47,354.13,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_46,Texas Instruments,Tools,Arduino,In Stock,3.9,Professional tools from Texas Instruments. High quality and reliable performance for all applications.,https://microohm-eg.com/product/47,2025-12-26T16:15:56.222417
48,FPGA Programmable 48,600.0,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_47,STMicroelectronics,Displays,Arduino,Out of Stock,4.3,Professional displays from STMicroelectronics. High quality and reliable performance for all applications.,https://microohm-eg.com/product/48,2025-12-26T16:15:56.222423
49,Power Supply Model 49,205.74,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_48,Microchip,Power Supplies,Arduino,Out of Stock,4.0,Professional power supplies from Microchip. High quality and reliable performance for all applications.,https://microohm-eg.com/product/49,2025-12-26T16:15:56.222429
50,LoRa Model 50,1180.05,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_49,STMicroelectronics,Tools,Arduino,Out of Stock,4.1,Professional tools from STMicroelectronics. High quality and reliable performance for all applications.,https://microohm-eg.com/product/50,2025-12-26T16:15:56.222434
51,PIC Series 1 51,1475.03,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_50,Microchip,Tools,Arduino,In Stock,4.7,Professional tools from Microchip. High quality and reliable performance for all applications.,https://microohm-eg.com/product/51,2025-12-26T16:15:56.222441
52,STM32 RS485 52,154.08,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_51,Arduino,Components,Arduino,In Stock,4.7,Professional components from Arduino. High quality and reliable performance for all applications.,https://microohm-eg.com/product/52,2025-12-26T16:15:56.222447
53,STM32 Digital 53,312.54,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_52,Microchip,Wireless Modules,Arduino,In Stock,4.8,Professional wireless modules from Microchip. High quality and reliable performance for all applications.,https://microohm-eg.com/product/53,2025-12-26T16:15:56.222454
54,Camera Gamma 54,176.63,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_53,STMicroelectronics,Components,Arduino,Out of Stock,4.7,Professional components from STMicroelectronics. High quality and reliable performance for all applications.,https://microohm-eg.com/product/54,2025-12-26T16:15:56.222464
55,AVR Model 55,357.66,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_54,STMicroelectronics,Power Supplies,Arduino,Limited Stock,4.3,Professional power supplies from STMicroelectronics. High quality and reliable performance for all applications.,https://microohm-eg.com/product/55,2025-12-26T16:15:56.222471
56,ARM Model 56,156.74,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_55,Arduino,Displays,Arduino,Out of Stock,4.2,Professional displays from Arduino. High quality and reliable performance for all applications.,https://microohm-eg.com/product/56,2025-12-26T16:15:56.222477
57,PIC Model 57,482.95,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_56,Raspberry Pi,Motors,Arduino,In Stock,3.9,Professional motors from Raspberry Pi. High quality and reliable performance for all applications.,https://microohm-eg.com/product/57,2025-12-26T16:15:56.222485
58,Drone Elite 58,450.56,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_57,Raspberry Pi,Tools,Arduino,In Stock,4.8,Professional tools from Raspberry Pi. High quality and reliable performance for all applications.,https://microohm-eg.com/product/58,2025-12-26T16:15:56.222492
59,ESP32 Advanced 59 Module,1245.45,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_58,Espressif,Development Boards,Arduino,Out of Stock,5.0,Professional development boards from Espressif. High quality and reliable performance for all applications.,https://microohm-eg.com/product/59,2025-12-26T16:15:56.222498
60,Power Supply Deluxe 60,416.05,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_59,Texas Instruments,Motors,Arduino,In Stock,3.9,Professional motors from Texas Instruments. High quality and reliable performance for all applications.,https://microohm-eg.com/product/60,2025-12-26T16:15:56.222504
61,Bluetooth Model X 61,209.12,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_60,Espressif,Motors,Arduino,Out of Stock,4.1,Professional motors from Espressif. High quality and reliable performance for all applications.,https://microohm-eg.com/product/61,2025-12-26T16:15:56.222510
62,PIC RS485 62,358.62,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_61,Raspberry Pi,Wireless Modules,Arduino,In Stock,4.0,Professional wireless modules from Raspberry Pi. High quality and reliable performance for all applications.,https://microohm-eg.com/product/62,2025-12-26T16:15:56.222517
63,Drone Model 63,781.01,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_62,STMicroelectronics,Motors,Arduino,Limited Stock,3.8,Professional motors from STMicroelectronics. High quality and reliable performance for all applications.,https://microohm-eg.com/product/63,2025-12-26T16:15:56.222523
64,ARM Model 64,2314.23,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_63,Espressif,Kits,Arduino,In Stock,4.2,Professional kits from Espressif. High quality and reliable performance for all applications.,https://microohm-eg.com/product/64,2025-12-26T16:15:56.222530
65,WiFi High Precision 65,157.83,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_64,Arduino,Components,Arduino,In Stock,4.1,Professional components from Arduino. High quality and reliable performance for all applications.,https://microohm-eg.com/product/65,2025-12-26T16:15:56.222536
66,WiFi Handheld 66,294.1,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_65,NXP,Displays,Arduino,In Stock,4.3,Professional displays from NXP. High quality and reliable performance for all applications.,https://microohm-eg.com/product/66,2025-12-26T16:15:56.222545
67,Arduino Advanced 67 Development Board,4894.46,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_66,NXP,Kits,Arduino,In Stock,4.0,Professional kits from NXP. High quality and reliable performance for all applications.,https://microohm-eg.com/product/67,2025-12-26T16:15:56.222554
68,FPGA Model 68,8034.32,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_67,Analog Devices,Robotics,Arduino,In Stock,4.7,Professional robotics from Analog Devices. High quality and reliable performance for all applications.,https://microohm-eg.com/product/68,2025-12-26T16:15:56.222560
69,ARM Model Y 69,683.76,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_68,Espressif,Motors,Arduino,Limited Stock,4.4,Professional motors from Espressif. High quality and reliable performance for all applications.,https://microohm-eg.com/product/69,2025-12-26T16:15:56.222566
70,Motor High Accuracy 70,313.89,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_69,Analog Devices,Displays,Arduino,In Stock,3.8,Professional displays from Analog Devices. High quality and reliable performance for all applications.,https://microohm-eg.com/product/70,2025-12-26T16:15:56.222572
71,AVR Series 3 71,124.78,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_70,Arduino,Power Supplies,Arduino,In Stock,4.1,Professional power supplies from Arduino. High quality and reliable performance for all applications.,https://microohm-eg.com/product/71,2025-12-26T16:15:56.222578
72,ESP32 Version 3.0 72 Module,510.3,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_71,Arduino,Robotics,Arduino,In Stock,4.4,Professional robotics from Arduino. High quality and reliable performance for all applications.,https://microohm-eg.com/product/72,2025-12-26T16:15:56.222585
73,ARM Model 73,185.3,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_72,Texas Instruments,Components,Arduino,Limited Stock,3.8,Professional components from Texas Instruments. High quality and reliable performance for all applications.,https://microohm-eg.com/product/73,2025-12-26T16:15:56.222591
74,Sensor Rack Mount 74,2557.97,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_73,Texas Instruments,Power Supplies,Arduino,In Stock,4.8,Professional power supplies from Texas Instruments. High quality and reliable performance for all applications.,https://microohm-eg.com/product/74,2025-12-26T16:15:56.222599
75,PIC Type C 75,123.39,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_74,STMicroelectronics,Sensors,Arduino,In Stock,4.0,Professional sensors from STMicroelectronics. High quality and reliable performance for all applications.,https://microohm-eg.com/product/75,2025-12-26T16:15:56.222606
76,ESP32 Max 76 Module,500.0,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_75,Raspberry Pi,Wireless Modules,Arduino,Out of Stock,3.6,Professional wireless modules from Raspberry Pi. High quality and reliable performance for all applications.,https://microohm-eg.com/product/76,2025-12-26T16:15:56.222612
77,Camera Epsilon 77,154.09,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_76,Microchip,Displays,Arduino,In Stock,3.8,Professional displays from Microchip. High quality and reliable performance for all applications.,https://microohm-eg.com/product/77,2025-12-26T16:15:56.222621
78,ESP32 Series 1 78 Module,17.61,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_77,Espressif,Components,Arduino,Out of Stock,4.6,Professional components from Espressif. High quality and reliable performance for all applications.,https://microohm-eg.com/product/78,2025-12-26T16:15:56.222630
79,Camera Alpha 79,55.42,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_78,Microchip,Components,Arduino,In Stock,3.7,Professional components from Microchip. High quality and reliable performance for all applications.,https://microohm-eg.com/product/79,2025-12-26T16:15:56.222636
80,GPS Desktop 80,4229.08,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_79,Texas Instruments,Kits,Arduino,Limited Stock,4.7,Professional kits from Texas Instruments. High quality and reliable performance for all applications.,https://microohm-eg.com/product/80,2025-12-26T16:15:56.222642
81,Robot USB 81,125.14,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_80,Microchip,Sensors,Arduino,In Stock,3.7,Professional sensors from Microchip. High quality and reliable performance for all applications.,https://microohm-eg.com/product/81,2025-12-26T16:15:56.222649
82,Kit Professional 82,164.78,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_81,Analog Devices,Components,Arduino,In Stock,4.6,Professional components from Analog Devices. High quality and reliable performance for all applications.,https://microohm-eg.com/product/82,2025-12-26T16:15:56.222656
83,Robot Series 2 83,1919.01,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_82,NXP,Robotics,Arduino,In Stock,4.1,Professional robotics from NXP. High quality and reliable performance for all applications.,https://microohm-eg.com/product/83,2025-12-26T16:15:56.222663
84,AVR Deluxe 84,2520.93,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_83,Raspberry Pi,Kits,Arduino,In Stock,4.8,Professional kits from Raspberry Pi. High quality and reliable performance for all applications.,https://microohm-eg.com/product/84,2025-12-26T16:15:56.222669
85,Robot Modular 85,705.4,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_84,Raspberry Pi,Kits,Arduino,Limited Stock,3.7,Professional kits from Raspberry Pi. High quality and reliable performance for all applications.,https://microohm-eg.com/product/85,2025-12-26T16:15:56.222676
86,Raspberry Pi Beta 86,966.5,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_85,NXP,Tools,Arduino,In Stock,3.8,Professional tools from NXP. High quality and reliable performance for all applications.,https://microohm-eg.com/product/86,2025-12-26T16:15:56.222682
87,Robot Model 87,178.59,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_86,Generic,Sensors,Arduino,In Stock,5.0,Professional sensors from Generic. High quality and reliable performance for all applications.,https://microohm-eg.com/product/87,2025-12-26T16:15:56.222690
88,Robot Wireless 88,559.79,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_87,Generic,Power Supplies,Arduino,In Stock,4.1,Professional power supplies from Generic. High quality and reliable performance for all applications.,https://microohm-eg.com/product/88,2025-12-26T16:15:56.222697
89,Robot High Speed 89,251.32,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_88,Texas Instruments,Sensors,Arduino,In Stock,4.9,Professional sensors from Texas Instruments. High quality and reliable performance for all applications.,https://microohm-eg.com/product/89,2025-12-26T16:15:56.222702
90,Camera Generation 2 90,1104.76,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_89,NXP,Tools,Arduino,In Stock,3.8,Professional tools from NXP. High quality and reliable performance for all applications.,https://microohm-eg.com/product/90,2025-12-26T16:15:56.222709
91,Display Premium 91,800.0,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_90,Espressif,Motors,Arduino,Out of Stock,4.4,Professional motors from Espressif. High quality and reliable performance for all applications.,https://microohm-eg.com/product/91,2025-12-26T16:15:56.222715
92,Bluetooth Series 1 92,7436.7,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_91,Analog Devices,Robotics,Arduino,In Stock,4.2,Professional robotics from Analog Devices. High quality and reliable performance for all applications.,https://microohm-eg.com/product/92,2025-12-26T16:15:56.222722
93,GPS Version 5.0 93,1428.2,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_92,Espressif,Kits,Arduino,In Stock,4.7,Professional kits from Espressif. High quality and reliable performance for all applications.,https://microohm-eg.com/product/93,2025-12-26T16:15:56.222728
94,Robot RS232 94,1920.5,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_93,Arduino,Development Boards,Arduino,Out of Stock,4.9,Professional development boards from Arduino. High quality and reliable performance for all applications.,https://microohm-eg.com/product/94,2025-12-26T16:15:56.222736
95,Arduino 2025 Model 95 Development Board,122.26,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=microohm_94,Generic,Displays,Arduino,In Stock,3.9,Professional displays from Generic. High quality and reliable performance for all applications.,https://microohm-eg.com/product/95,2025-12-26T16:15:56.222743
